15:31:38 [INFO] ============================================================
15:31:38 [INFO]   ARCore Server Compatibility Check
15:31:38 [INFO] ============================================================
15:31:38 [INFO]   ✓  mediapipe              0.10.32
15:31:38 [INFO]   ✓  opencv                 4.11.0
15:31:38 [INFO]   ✓  numpy                  2.4.2
15:31:38 [INFO]   ✓  network_port           port 9999 available
15:31:38 [INFO] ------------------------------------------------------------
15:31:38 [INFO]   Unity ARCore requirements (verify in Editor):
15:31:38 [INFO]     XR Plug-in Management → Android → ARCore: ✓ checked
15:31:38 [INFO]     AR Foundation + ARCore XR Plugin: same major version
15:31:38 [INFO]     ARPlaneManager Detection Mode: Horizontal only
15:31:38 [INFO]     Scripting Backend: IL2CPP   Architecture: ARM64
15:31:38 [INFO]     Camera.clearFlags: Solid Color (not Skybox)
15:31:38 [INFO]     AR Camera tag: MainCamera
15:31:38 [INFO]     GuardianSystem Inspector: 3 AR refs assigned
15:31:38 [INFO] ------------------------------------------------------------
15:31:38 [INFO]   All Python checks PASSED ✓
15:31:38 [INFO] ============================================================
15:31:38 [INFO] [INIT] Loading hand tracker...
15:31:38 [INFO] [HANDS] Loading MediaPipe Hands (Tasks API)...
15:31:38 [INFO] [HANDS] ✓ Hand tracker ready (Tasks API v0.10.32)
15:31:38 [INFO] [INIT] ✓ Hand tracker ready
15:31:38 [INFO] [INIT] Loading pose tracker...
15:31:38 [INFO] [POSE] Loading MediaPipe Pose (Tasks API)...
15:31:38 [INFO] [POSE] ✓ Pose tracking ready (Tasks API v0.10.32)
15:31:38 [INFO] [INIT] ✓ Pose tracker ready
15:31:38 [INFO] [INIT] All modules ready.
15:31:38 [INFO] [NETWORK] Listening on 0.0.0.0:9999
15:31:38 [INFO] ============================================================
15:31:38 [INFO] READY - waiting for mobile connection...
15:31:38 [INFO] ============================================================
15:36:48 [INFO] [NETWORK] Connected: ('10.20.230.48', 60674)
15:36:48 [INFO] [SYSTEM] Connected — running
15:38:41 [INFO] [STATS] #1107 | FPS: 10.1 |  49.2ms | Hands:0  | Pose:-- FloorHint:--
15:38:44 [INFO] [STATS] #1137 | FPS: 10.0 |  45.7ms | Hands:0  | Pose:-- FloorHint:--
15:38:47 [INFO] [STATS] #1168 | FPS: 10.0 |  47.5ms | Hands:0  | Pose:-- FloorHint:--
15:38:50 [INFO] [STATS] #1198 | FPS: 10.0 |  46.7ms | Hands:0  | Pose:-- FloorHint:--
15:38:53 [INFO] [STATS] #1228 | FPS: 10.0 |  47.8ms | Hands:0  | Pose:-- FloorHint:--
15:38:56 [INFO] [STATS] #1259 | FPS: 10.1 |  48.5ms | Hands:0  | Pose:-- FloorHint:--
15:38:59 [INFO] [STATS] #1289 | FPS: 10.0 |  42.4ms | Hands:0  | Pose:-- FloorHint:--
15:39:02 [INFO] [STATS] #1320 | FPS: 10.0 |  46.7ms | Hands:0  | Pose:-- FloorHint:--
15:39:06 [INFO] [STATS] #1352 | FPS: 10.2 |  44.9ms | Hands:0  | Pose:-- FloorHint:--
15:39:09 [INFO] [STATS] #1383 | FPS: 10.0 |  40.0ms | Hands:0  | Pose:-- FloorHint:--
15:39:12 [INFO] [STATS] #1413 | FPS: 10.0 |  42.1ms | Hands:0  | Pose:-- FloorHint:--
15:39:13 [INFO] [SERVER] Stopped.
